text,label
"On my most recent work trip to NYC, I chose to stay at the St Regis vs my usual (The Peninsula). Never again will I go back. After a long day of client meetings, I decided to grab a light dinner and drink at the hotel lobby bar (King Cole Bar). I travel quite a bit for work and my one rule of thumb is to avoid being holed up in a room with room service. I headed straight to the bar after getting back to the hotel and intentionally grabbed a small table in the far corner as I knew I'd need to get some work in to clear all my emails from the day. Literally within 15 seconds of powering on my laptop, one of the servers bolted over to me and asked if I was aware that they had a No Laptop Policy after 4pm. Seriously I had to ask myself, was I really staying at a 5-star business property I politely pushed back and said I was a guest at the hotel and had to get some work done and would be out of there quickly after my meal. He looked annoyed but then retreated.Fast forward 15-20 minutes...my food and wine arrives and I'm not even halfway through. That's when the FB manager then approaches me. He actually had the audacity to ask how much longer will I be on my laptop as I am being disruptive. Again, to set the context, I am sitting in the far corner next to a pillar and had my laptop screen dimmed to the lowest setting. I am not engaging with anyone yet I'm being disruptive One would think an FB manager would have some business and common sense and decency to recognize that you don't go and ask a paying guest at the hotel to get up in the middle of a meal because they are working on their laptop. When I told him I didn't understand their policy and why he was enforcing it, he said I was not fitting in to the bar scene. Unbelievable. He then tells me he'd be happy to have my food and wine moved outside the bar where I could freely work. I am at this point just dumbfounded. It was like being asked to move to the back of the bus or get off the bus for that matter. Most humiliating and distasteful experience ever and never ever would I have imagined it would be on a work trip at what's supposed to be an upstanding hotel. And just to be clear, on the many occasions I've had to power up my laptop at the bar at The Peninsula to get some work done, not once did anyone ask me to turn off my laptop or leave. Crystal clear for me now...Dear sfellelle, On behalf of the Management team at The St. Regis New York, we would like to thank you for your visit. We appreciate you taking the time to detail your recent stay at our property.Our hotel prides itself on providing five star service, yet in some cases, mistakes can occur. We apologize for the experience that you encountered in our Food and Beverage department, and please know that this is certainly not our standard. Rest assured, we took the necessary measures to do an internal follow up with our staff to ensure that all our guests have a flawless experience in our bar in the future in similar circumstances.We most certainly hope you will give us another opportunity to service you again in the future. Please don't hesitate to contact me directly to book your next visit or to discuss in length your experience at: Octavia.margineanstregis.com. Sincerely, Octavia MargineanHotel Manager",0
"Of course it is very beautiful, and from its look you might think that it would be stuffy, but it is not- Very friendly and welcoming staff, and the Head Butler, Nestor, on the 7th floor could not have been a better representative in making us feel at home! Best Hotel in NYC- have stayed in many , luxury and not,in NYC and all over the world. Actually always wanted to stay at the St. Regis, and this did not disappoint!Dear Diane,We are thrilled to hear how much you enjoyed your stay, and that Nestor made you feel at home. Our Signature Butler service differentiates us from the competition, and we are thrilled that you were able to experience this first hand.We look forward to welcoming you back to New York again soon.Kindest Regards,Senih Geray",1
"We took a break from shopping and treated ourselves to a cocktail in the famous King Cole bar at the St Regis. Great experience, it was fairly quiet and we were able to enjoy our drinks and have a chat with Mathias - who made our visit a fun experience.Can certainly recommend and will try to return before we head back to England!Dear grarus, Thank you for visiting our King Cole Bar, the home of The Bloody Mary and Maxfield Parrish Art Nouveau masterpiece the mural behind the King Cole Bar. We are thrilled you enjoyed your drinks. We hope you have a chance to visit again before your trip back to Europe. Sincerely, Octavia MargineanHotel Manager",1
"We hadn't stayed at the St. Regis for many years. We decided to try it again for a 2 night stay to celebrate our anniversary. We were upgraded to a larger suite than we had reserved. It was a beautifully appointed room with all the modern amenities. It was a smart room that had all the controls for the lighting and draperies from either room.We had a beautiful view of 5th avenue from our living room. The room came with butler service which was a great amenity.The best part of the St. Regis besides the wonderful rooms is definitely the location. You step out of the hotel and you're in the middle of a shopper's paradise. Every designer store is at your doorstep. So if you want to shop till you drop it's a great location. You're also steps away from Central Park and all the wonderful museums we have in New York City.The St. Regis has it all, great service, beautiful rooms and a perfect location. Looking to return soon to enjoy being in the city!Dear MissS85, It was truly a pleasure having you as our guest during your special occasion. Happy Anniversary and many more happy years to come!On behalf of the entire team at The St. Regis New York, we are so pleased that you were able to experience our hotel and enjoy the high service and quality levels which we pride ourselves on.Thank you for your time in reviewing our property on TripAdvisor, and please let us know when you will be returning, as we would love to have you as our guest.Sincerely, Octavia MargineanHotel Manager",1
"Stopped in for mimosas and coffee while shopping in 5th Avenue. Where else can you get a Veuve Cliquot Mimosa Beautiful, nostalgic, old world. They also have a Nat King Cole Bar with wonderful history.Dear Cheriejay, Thank you very much for your kind words. We are pleased that you enjoyed your mimosa at our iconic King Cole Bar, and we hope to welcome you back again soon. Kindly, Senih Geray General Manager",1
"My wife and I stayed at the St Regis for 8 nights in June 2018 as part pleasure part business trip. This was our second time at the hotel and we cannot fault it. The staff were exceptional and made our stay very memorable. The hotel's location made it great to get around the City and the friendliness of the staff made our time there very enjoyable. Janelle in the fitness centre was a particular favourite of ours as she made going to the gym in the mornings a very welcoming and friendly experience. We will definitely stay here upon our return to New York CityDear GK1708,Thank you very much for taking the time to review your recent stay at The St. Regis New York. We are very pleased to hear how much you enjoyed your stay, and especially your experience in the Athletic Club. We will share your kind comments with Janelle and the team, and we look forward to seeing you again soon.Kindest Regards,Senih GerayGeneral Manager",1
"In the words of Shirley Bassey: Where do I begin Jajaja. Well the rooms are sumptuous and big! Especially by NYC standards and compared to hotels of the same category. The service is amazing you feel pampered all throughout your stay. The food unfortunately is not up to the standard of the hotel. This doesn't mean it's bad at all, yet nothing spectacular. And last but not least the best part is that it has the best location!Dear CutbertoParraNicolin, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",1
"What a place. Brought the wife for a business trip and she and I both loved it. Great location and the staff treat to your every needs. Excellent in every way. NYC has a lot of offer in hotels this is one of the best. Dear Arubaman2016, On behalf of The St. Regis New York, we thank you for both reviewing the property and allowing us to be a part of your New York City adventures! We do hope you will be back to stay with us soon and ask that you please let us know when you are returning! We would love to have you as our guest in the futureSincerely, Octavia MargineanHotel Manager",1
"With an air of urban sophistication and a location that can't be beat The St. Regis occupies the corner of 5th and 55th only blocks from Central Park, MOMA and the best retail shopping in America. On a cold winter afternoon loaded with bags displaying the logos of the finest brands guests are greeted at the elevator with a choice of hot apple cider, chocolate or beef broth. Recently remodeled rooms are roomy by NYC standards and fresh and of course the Butler service puts it's over the top. I don't think you can find a better lounge for a casual drink then the King Cole Bar. Don't miss the Bloody Mary menu (a drink that was invented here). An oasis, a grand hotel, a total pleasure.Dear Gene B,Thank you very much for your kind words about our hotel. We are so pleased that you enjoyed your stay in a renovated room and were able to enjoy our holiday hot chocolate offering. We hope you have a wonderful holiday season and we look forward to seeing you again in 2015.Best Regards,Manuel MartinezHotel Manager",1
"I went to a meeting in the hotel and had the opportunity to visit many of the rooms, suites and the lounge. The rooms had recently been renovated in variety of styles but all in keeping with the history of the hotel and all stunning.Dear francescaintinc, We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon as a guest! Sincerely, Octavia Marginean Hotel Manager",1
"This was our second stay at the St. Regis, and this time we booked through American Express Platinum concierge. As part of their fine hotel's program, we booked for 2 days and the third night was comped. It also included 100.00 towards meals and complete breakfast for 2. Upon checking in, Hugo acknowledged me as a Platinum SPG guest and upgraded us to the Madison Suite! Every room comes with a butler, who will bring you complimentary tea or coffee service. There's a house Bentley which is available on a first come,first served basis. The food is extremely good in their restaurant and the King Cole bar is internationally famous.Dear 112traveler47, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",1
"I have never been a bite snob but I must say that St. Regis is starting to spoil me. The NY hire is superb and really adds to the stay. Other hotels in NY are so small and the St. Regis revamped its hotel and made all the rooms larger-and nicer. And it shows. Fruit is delivered each night. And not only do you get one piece of chocolate but an entire tray each night. It really got ridiculous because I just ate it all and it was really too much (work on the self control). Luckily they had a great work out room open 24 hours and I used it every evening. I cannot say enough good things about this hotel. It is a rare opportunity for me to stay there and I took full advantage. The bottom line is if you get the chance, stay here. Anyone who says this hire is terrible should be banned from staying anywhere but their own home. The service is exceptional. I left a shirt at the hotel and they tracked it down for me and delivered it with personalized service. They literally made me feel that finding my shirt was the most important mission for the entire hotel staff. It is just a level of service rarely seen any more and entirely refreshing (as long as you don't mind the price).Dear JD, It was truly a pleasure having you as our guest during your recent business trip to New York City and glad we were able to assist with tracking down your missing garment.On behalf of the entire team at The St. Regis New York, we are so pleased that you were able to experience our hotel and enjoy the high service and quality levels upon which we pride ourselves. Thank you for taking the time to review our property on TripAdvisor, and we look forward to seeing you again soon.Warmly,Hermann ElgerGeneral Manager",1
"Shout out to the fantastic concierge staff. Luxury and class is the norm. Enjoy the complimentary Arnold Palmer in the afternoon by the guest elevators. And take a ride in the Bentley. This is my chosen NY hotel. It is central to practically everything.Dear Milner Family, On behalf of the concierge team at The St. Regis New York, we would like to thank you for completing your review on TripAdvisor. We are so pleased to hear how much you enjoyed your stay with us, and it was our absolute pleasure to assist you.We look forward to seeing you again soon!Kindest Regards,Maria Wittorp-DejongeChef Concierge",1
"Welcome to one of the most iconic and beautiful hotels of Manhattan! Marble, crystals, golden leaf paintings, elegantly decorated rooms combining newest technology and extreme comfort in a charming style that one may find somehow a little bit Marie Antoinette. Kind staff, great Doorman from Bretagne, Champagne sabotage at the Bar. Maybe some room for improvement on the side of the kitchen to refine the bar menu and breakfast. A wonderful home feel. Congrats and Thank you! Dear jfcollobert,On behalf of the entire team at The St. Regis New York, we would like to thank you for taking the time to review your recent stay at our hotel. We are pleased to hear how much you enjoyed your stay and that our team provided you with excellent service. Thank you for recognizing us at Manhattan's most iconic hotel with a rich history, as well as the newest technologies. We look forward to having an opportunity to welcome you back to our hotel again soon.Kindly,Senih GerayGeneral Manager",1
"We hadn't visited the St. Regis Hotel in New York before, and I'll admit to having been a little wary. There are certain Grande Dame hotels in the Starwood portfolio that are a little past their shelf life, and looking a bit beaten up and in need of TLC. Not so the incredibly beautiful and fastidiously maintained St. Regis New York. This is a hotel that literally glistens with fresh paint, fresh scrubbing, fresh upholstery, sparkling crystal, and obsessive attention paid to every detail down to the weight of the stationery and the bulbs in the light fixtures. The desk staff was immediately friendly and accommodating. We asked for an SPG upgrade and were prepared for the usual few added square feet or better view. What we were given was the Fifth Avenue Suite, a truly grand and beautiful collection of rooms, palatial by Manhattan apartment standards, with a view of Fifth Avenue below. Like the rest of the hotel, the room was spotless, freshly refurbished, and offered two bathrooms, a generous walk-in closet, a fridge, and a host of creature comforts. Couldn't have asked for better.The Concierge staff were on their game and steered us to some terrific smaller restaurants we hadn't visited before. Every phone call to room service, the front desk, and housekeeping was met with a thoughtful, friendly, and always helpful voice at the other end. This is one of those hotels that reflects well on its demanding management and training standards, and every employee we met was professional and incredibly helpful and friendly. And every last one seemed aware and proud of the hotel's origins, history, and ambition to be the best at what it does.Minor gripes: Certain rooms in the hotel offer Butler Service, a tradition and pride of the St. Regis since its opening in 1904. We found the service a little awkward to use. When you phone the Butler, you hear a tone then a shrill whistle on the phone similar to reaching a fax machine. We weren't sure what this was about, so we phoned the hotel operator who said this was the paging system for the butlers, but she'd make sure our request for coffee service got through. A short while later, the Butler did arrive with coffee, and was very helpful with a few other requests. But we're not sure he'd have shown if not for the operator, because the next day we put in two calls, and after waiting for over an hour for any response, we just gave up and used other services. We also found, that for a hotel that paid such attention to detail in other areas, the door staff was not its strong suit. At great hotels, the doormen are part of the guest's first impression, with a greeting, an opened door, and an offer of help. The staff, at least on our visit, were often sort of just standing around, in one case watching us lug a heavy bag up the stairs before finally offering some help with the second. No one greeted us or opened a door on our several trips in and out, and we were just a little surprised at this minor lapse in an otherwise fantastic experience.The King Cole bar is cozy, classically New York, and historic-feeling. The Astor Court restaurant is beautiful and relaxed the food a little hit-and-miss. Likewise, the Private Dining options vary from delicious to just okay. Again, these are relatively minor complaints and smallish pieces of what was, overall, perhaps the best hotel experience we've had in the U.S. or Europe. Congratulations to everyone at the St. Regis for maintaining this fantastic and important heritage property.Dear twinlions, We are very pleased to learn that so many associates provided you with exceptional service during your recent visit to The St. Regis New York.Thank you for your time, and for recognizing our mission to provide the best service and pampering experience to each of our guests. Also, thank you for the constructive feed-back regarding front service and butlers. Rest assured, it will be addressed. We will share your kind words with our teams and we are so grateful for your support!We hope that we will have the opportunity of having you as our guest very soon!Sincerely, Octavia MargineanHotel Manager",1
"Just an amazing place. You are treated like a king all the time. This place has ruined me for all other hotels. I am going again this weekend and cannot wait. Maria Christine Duhon and Liubov were amazing. They took care of everything and made sure my wife and I were happy. I highly recommend the St Regis.Dear da0987654321, Thank you for your recent review on TripAdvisor. We truly appreciate you taking the time to detail your experience, and we are so pleased that you had a wonderful visit at The St. Regis New York. We will share your comments with our team members, and we are grateful of your praises.We look forward to welcoming you back as our guest in the near future!Sincerely, Octavia MargineanHotel Manager",1
"I stayed here with my wife to celebrate her 30th birthday. At check in, our room was not ready yet, but we were brought to the beautiful bar and given free drinks until our room was available. When our room was prepared, we took the elevator up to our floor. The butler was waiting at the elevator to greet us and directed us to our room and showed us around and how to use everything. Because we were celebrating a special occasion, we were treated to some special amenities in the form of champagne and chocolate covered strawberries. It was quite unexpected and a really great touch. The room was wonderfully appointed and a generous size - particularly for a New York City hotel. The furniture was beautiful - all classic pieces from different eras... really just very well done. Silk wall coverings and beautiful crown moldings. Marble bathroom with a tv in the mirror over the sink. Quiet and isolated from the noise on the street. In the morning, we ate breakfast at the hotel - my wife said her breakfast was the best thing she had ever had to eat. Mine was delicious as well. We then took the house car (bentley service, complimentary for all hotel guests within a certain radius of the hotel) out to Columbus Circle for some shopping. The hospitality at the hotel is second to none. Really an excellent place to stay, meeting all of my expectations and exceeding some as well. This is one of the nicest hotels I've stayed at to date (definitely top 3)Dear jamGolf3, On behalf of The St. Regis New York, we thank you for both reviewing the property and allowing us to be a part of your New York City adventures and your celebration! We do hope you will be back to stay with us soon and ask that you please let us know when you are returning! We would love to have you as our guest in the future!Kindly,Hermann ElgerGeneral Manager",1
"We enjoyed our lunch at the St. Regis. From the service to the food and drink, everything was impeccable. The setting is classic and polished, comfortable and beautiful. It was our first time at the St. Regis and we will return. Highly recommended.Dear mnkittycat, Thank you so much for having lunch at The St. Regis New York. We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",1
"Attention to detail was incredible at one of New York City's finest hotels.Our suite was beautiful, and despite being worried about traffic noise, we were surprised to have had a very restful night. We used travel points to book our room, and were very impressed to have been upgraded to a better room - this is excellent service and excellent recognition that people who travel all the time rarely cash in their points, but when they do ... it leaves a lasting impression and a very much increased likelihood that we will return and also highly recommend.Well done!Dear SuenearBoston, Thank you so much for staying at The St. Regis New York during your recent visit to New York City.We are so grateful for your feedback, and we thank you for taking the time to review your experience on TripAdvisor. We hope to see you again soon!Sincerely, Octavia MargineanHotel Manager",1
"I have never been so impressed with the customer service of a hotel. Every single staff member went above-and-beyond to make us feel like we were the most important guests in the hotel. I have traveled all over the world, and have never been more impressed with the level of hospitality provided at the St. Regis in NYC.Dear Julie D, A complimentary review such as yours is always welcomed. Thank you for taking the time to post your comments on TripAdvisor. I sincerely look forward to welcoming you back to The St. Regis Hotel New York in the not-so-distant future.Sincerely, Octavia MargineanHotel Manager",1
