text,label
"The hero and heroine aren't that great, but the plot is excellent with a mystery to solve and a marriage to save. Emily is one of my least favorite character types - afraid of everything. Afraid to love her husband because he might break her heart again, afraid to attend any ""ton"" events because people will not accept her, etc... And worse, instead of telling her husband about her fears, she resorts to manipulation to solve her problems. On the plus side, she has a good heart and ALWAYS has the best interests of her loved ones in mind. Lord Whitmore is another of my least favorite characters types - selfish. He does warm up and evolves into a good husband and father to Emily's niece and nephew. And once he gets his priorities straight, he puts in the effort to be a mind reader to figure out what will make Emily happy.Overall the book was an enjoyable read because the plot is very interesting. The H/h are both flawed but balanced with other good qualities and as the story develops they become more likable. The writing is excellent and well edited. There are multiple explicit scenes which can be skipped if that's an issue for you. I'd recommend this book if you're in the mood for a good mystery/romance.",1
"Needs revisions and better edited. Way too long and tedious. Also fish breathe air not water, thats why they have gills.",0
"Three college friends tackle the adult world. MJ pursues a graduate degree at an unnamed British university and finds herself pursued by several men; Claudia follows her boyfriend to his new job in the Midwest and tries to make it as a writer; Sophie hates her advertising dream job and finds a new and unexpected career.I borrowed this book from another Kindle owner through the Lendle.me website. The three separate storylines are confusing at times, and it's just unbelievable that all three young women have men dripping off them. But many of the problems they face are similar to problems that my own twenty-something children are facing, so I didn't have any problem believing the rest of the book, and the stories kept me reading. Kindle formatting was okay. The book title was okay although not uniquely appropriate.",1
"I liked this book very much. Very well written, with well developed characters, and an interesting plot.I find it hard to see how Antonio could love Gabriel, but the other side, Gabriel loving Antonio is very well depicted and beautiful.",1
"total crap.  It was written as if the characters have the IQ and maturity of 14 year olds given a mission of supreme importance and using technology giving them limitless possibilities and power.  And the whole book continues on like that...this book has nothing to provoke either thought or excitement.  There is no real drama to any of the relationships, and when something does happen...they just handle it simple and quick with no problems.  Yea right.",0
"You want &#34;White Guys and their Black Side-Kick Versus Weird Places&#34; type stories, here's one. I only read it because I read League of Extraordinary Gentlemen, which features a far more interesting Allan Quatermain. This wasn't bad, though.",1
"Since I bought the sequel, I guess I enjoyed it. I found myself comparing it to Juster`s Phantom Tollboth and thinking Phantom  was better. But I found that I liked the Langman characters enough to care about them, and the plot interesting enough to wonder what happens next. Tollbooth may be a masterpiece, but so far Logic is a pretty fun read.  At this point I`d give Logic a 92 on a scale where Phantom Tollbooth was 100.  That`s pretty good; I`ll read the sequel next and review it to let y`all know if  made a mistake.",1
"This is the first book I have read by Mari Carr. Wow! I am already hooked. These scenes were beyond scorching hot and the characters were developed enough for a good story also. Definitely for mature readers who won't be shocked by an extraordinarily steamy love story.Alex and Charlie- best friends.  Allie- little sister to another friend.  Both men fall in love with her but Alex secretly also loved Charlie. Allie travels the world for six years, grows and gets her wanderlust out of her system before coming home to find the feelings she has for Alex and Charlie are still as intense. The three fall into a sweet relationship and Charlie struggles with the realization that he loves this atypical relationship.They definitely get their happy ending. Seriously. Hot. Hot. Hot.",1
"I love romances that are ""real"" and this one is so very real. The characters are not larger than life, they have pasts, things they regret and dreams they have forgotten. They are real everyday people with everyday problems.When they find each other, their feelings re-awaken who they used to be and help them stand up and be that person.I loved this book, it was beautiful, sweet, sad in places and oh ever touching, watching the changes that true love brings to their outlook on life.",1
"I have loved every single one of the books in this series.  I enjoyed it almost as much as the Black Dagger Brotherhood series and that's saying a lot!  If you're in to paranormal romance, you'll enjoy the entire series.",1
"If you are into fantasies and faries than this book would be good for you.  I am not in to that sort of thing but did enjoy the book.  I became a little confused with the troll, leprachan and their legends.  It was still a good read and I would have enjoyed it more if I had more background information into that type of thing.",1
"I took advantage of the freeAmazon Dailyblog right after I received my Kindle in 2009. Have seen it evolve over that time, and generally speaking it's been for the better... not perfect, but I do like it for it's often-random yet usually informative content.The range of articles is wide, much like thumbing through a magazine or Sunday newspaper supplement, with something there for just about anyone. It's not a Kindle blog; it's more widely-spaced covering not just books, music and such. Some of the more-recent topics were:* Jim Henson's Lost Project Found in the New Year, by Alex Carr* Author Spotlight: Antoine Wilson on ""The Interloper"" (from the Kindle Editors)* Nifty Tips from the Los Angeles Times Food Section, by Melissa Trainer* The Original Mach 5 from Speed Racer: Mach GoGoGo, by That Car Guy* The 69th Golden Globes - What Went Down, by the Editors* Total Reader Immersion: Writing Evocative Descriptions, by Susan J. MorrisAnd then there was the one that really caught my eye: an offer to enter the ""Amazon.com Books $1000 Gift Card Sweepstakes"" where one could visit the Amazon Facebook page for a chance to win. This one explained that they would randomly select one lucky winner on or about January 24th, 2012.  As one might guess, this Amazon Daily reader jumped on that one. Had this reader not seen that item on the Amazon Daily blog, it might have been missed, so it's a good thing to have been a subscriber.But be aware that if you're trying to subscribe via your iPad, iPhone, BlackBerry, computer or such, it won't work. According to Amazon, please note that this blog (and most others) is currently available on the following devices:* Kindle* Kindle Touch* Kindle Keyboard* Kindle DX* Kindle (2nd Generation)* Kindle (1st Generation)At the time of this posting, it's not yet available on the Kindle Fire, which I find strange.Speaking of Kindle books, I also subscribe toFree Kindle Books Plus a Few Other Tipsfrom Michael Gallagher. This is a paid subscription (under a buck a month) and one that has proven to be an invaluable resource to those who peruse the titles of the free book offerings. And don't let anyone kid you, the freebies here will often surprise you with their quality of content.Back to the Amazon Daily blog: it comments on the cool and catchy, the minor and marvelous, and features the best from the retailer, and it's updated wirelessly throughout the day.  From the weekend meal to the latest in hi-tech toys, this daily blog covers the offerings from Amazon.com's colossal catalog of items, books, gadgets, food and more.  It can be quirky and eclectic, and the subjects cover a wide range of topics.  If you're interested only in music, only in Kindle offerings, only in films and videos, only in the latest in best-selling books, then there will be quite a lot to plow through. But if your interests are diverse, you'll want to get this one so that you can read it at your leisure.And it costs all of $0.00, a real Kindle freebie. Try it and see what you think.1/19/2012",1
I should have stopped reading when I read Keep on Truckin by Al Green. (Eddie Kendricks was the singer). This book was full of inconsistencies like that. The music says one decade but the clothing and cars give you a different decade. And then the ending was totally disappointing. The story line doesn't match the title.,0
"Let me be frank up front.  I am a Christian with all that implies.  Yet I did not like this book and I am not sure I am going to ever read another book by this artist.  From the clumsy dialog to the sloppy plot line to the incredibly bad writing this book was a failure.  For example, there is a point at which the protagonist is helping someone up.  The prose reads something like ""Jonathan reached out his hand and Jonathan took it.""  I am not kidding.  Now, that may be slightly paraphrased, but the essentials are there.  For example, there is a battle in an office building where the police are getting absolutely creamed.  Do they stop and regroup?  Does anybody say ""these tactics are not working?""  Nope.  They continue fighting using the old methods until practically everyone is dead.These same mistakes are made over and over and over again in this novel.  I will say that those few snippets about the Christian Faith that Mr. Somers shared were pretty spot on, even if clumsily delivered, but that's about as far as I am willing to go to provide praise for this book.  If you are bored silly, and for some reason absolutely nothing else is available and if you can get this book for free, then go ahead and read it.  Otherwise spend your money on something else.  C. S. Lewis' space trilogy is a better choice, or perhaps Kathy Tyers' Firebird trilogy if you can find it.  Anything by Bill Myers makes this guy look worse than amateurish, though his Charismatic leanings come through pretty strongly.  Look, just find something else to buy.  This book isn't worth the effort.",0
"Nothing makes me madder than to start reading what seems like an excellent novel, and find out it is about a chapter long. Darn it! I want the rest of the book, not some abruptly ending short story. This writer is excellent, too bad the rest of the story was missing.",0
"Got this book as a freebie, as I do for most of what I read on the Kindle, and really wanted to like it as I enjoy suspense with a bit of romance.  It started out fine but like others have mentioned, it got very political and frankly I just thought these characters were paranoid.  There was no entertainment in this book for me--just a message. There was also way too much dialogue and not much description--unless they're discussing something in the arsenal or vintage car garage.Anyways, I got about 30% into it and couldn't read any more so I scrolled to the end.  Read about 4 more pages and was done.  Didn't make it to the end and frankly I don't even care about these characters.Not for me at all.",0
this was a good book but it left you wondering what happened and if there were going to be more books to follow but good just the same,1
"Meli Galdes is ready to retire. She's dedicated her life to her family as an assassin and kinsmen, using her genetically enhanced skills as a melder. Her world is a tough one, where greed and power go hand in hand with the abilities of the kinsmen. Her family has one last request of Meli, however, one that will send her back into her past memories. Can Meli kill Celino Carvanna, the man who broke her heart and set her on her current course?Ilona Andrews crafts a darkly alluring world in which death and assassination are merely par for the course in the business world. I wasn't sure how I'd like such a bleak and harsh world, but Ilona Andrews does a marvelous job at pitting the characters against their world. Meli and Celino have fought their own inner demons and sought to find their own ways in a world where the family decides everything. It's hard not to admire those traits in them, even as their mindset about killing is so foreign to me.SILENT BLADE is an unusual story. Ilona Andrews takes a seemingly unlikable world and concept and makes it both sensuous and likable. I can only hope that this is the start of a series as I want to see more of the world of the kinsmen! Highly recommended!COURTESY OF CK2S KWIPS AND KRITIQUES",1
"Great book packed full with fast cars , crazy hot men, and danger... and oh yes great sex!",1
"I liked the premise behind the plot, mental attachment between wolf and man, as I like this type of interaction. Unfortunately, for me, the original promise of the plot never quite materialized and in fact ended up being chaotic for me with an unexpected side-step into shape shifting halfway through the book.For me, the book almost works well but doesn't quite make it. The plot premise didn't deliver quite what I anticipated, the characterization was a little predictable with secondary characters not well developed as individuals.I did finish the book but admit to skimming quite a lot of the last half. It wasn't a bad book, just not  my kind of read. Bland would probably be the best way to describe the book for me.",0
"great read, great descriptions, you can almost feel transported to the scene. now I want an Antonio of my own.",1
"I couldn't remember if I had ever read anything by Vivian Arend so got ""Wolf Signs"" when it was a freebie back in April (bypassed the Kindle version and downloaded a different format). I tend to avoid novelettes but after being disappointed by another book, this story was the perfect escapist feel-good pick-me-up--enjoyable so long as one keeps in mind the following: ""destined mate/instant love"" means near-instant sex; at less than 100 pages, the plot points have to arise and be resolved at hyper-speed; and the story is not intended to be a heavy, serious paranormal/urban fantasy. It is definitely ""erotica"" but considering that it's a Samhain product, I found the sex scene pretty tame and almost secondary to the overall story.The story is well-written and includes a fairly well-developed storyline for its short length (with enough tidbits for future books in this series). The characters, for the most part, are likable and memorable in that each deviated in some way from shifter/were stereotypes. I especially loved the walking disaster (in human form) that was TJ, the brother. In contrast, I tried to like Robyn more but for some reason, I found her annoying at times, and I just couldn't get over the deaf-person-going-backcountry-alone-is-not-TSTL hurdle. (Oh yeah, and that deaf person is a lone female staying at a communal cabin.)On the flip side, the alpha challenge? BOO! HISS! OK, maybe I'm a little bloodthirsty but it was described as ""to the death"" (*gasp*) and it turned out to be...not. Given how it occurred, the end result jumped the rails in favor of the story's funnier side. I also wouldn't have minded something at the end to address, however briefly, how much Robyn's adoptive parents knew about her wolf heritage (since her adoptive brother did).",1
I enjoyed reading this book.  I giggled and picked it up back up whenever I had the chance.  I enjoy each of the characters and the story line. Easy read and recommend!,1
"Of course Zane Grey has long passed away but this collection of his works makes me smile.  I thoroughly enjoy each of the books and the only reason I did not give it a 5 star is becuase it is missing my all time favorite Zane Grey ""The Rogue River Fued"".",1
"Cyn Elder had planned a quiet night at home, but those plans were derailed when her friends dragged her to a new night club where she met prince charming. As a silent partner for the club, Parker Maguire wanted to see the fruits of his investment but soon met a fiery and sassy Cyn having words with his bouncer. Their priorities shifted as Cyn and Parker got to know each other but there was a threat to their relationship in the form of two lazy daughters of her dad's girlfriend who were plotting the demise of this new relationship.A Cinderella Story had all the ingredients of the original version but came to life into a twenty first century happy ever after fairy tale. From two lazy daughters from the step-mother's side, to the hardworking princess, fairy god mother, the ball and yes, the glass slipper. In reading the story, I liked the fact that my mind was busy piecing together and waiting in anticipation of what scene was coming up next or how it was portrayed.NellieReviewed for Joyfully Reviewed",1
"I've seen a bunch of bad ratings for this FREE ebook and I must disagree.  This was a free ebook which I feel had a purpose to entice the ebook reader to download it and see what the series had to offer.I have read all of the Henry Parker books and I consider myself a fan.  Reading this FREE ebook took less than a day.  I liked it because it gave me the sense that Jason was talking to me for a brief moment about where the series now sits and where it's going.This ebook was released the month in between THE FURY and THE DARKNESS.  For anybody that watches TV, we all know about teasers.  Give the author more credit especially since he didn't charge you for something that still took him time to write and publish.Last but not least, this ebook built the suspense from THE FURY to THE DARKNESS effectively (especially the last couple pages).",1
"The novel may be missing sections in the kindle edition.  Characters are put into play without clear introduction and the story jumps without transitions.  On one page she is leaving to go to Gran's, the next she is in bed having sex with her ex.  I gave up a third of the way into the book.  I was not interested in the characters and the story wasn't engaging enough to warrant a greater investment of time.",0
"Ricky Sides hits it out of the park with ""The Birth of the Peacekeepers"". His real world experience in Martial Arts and Survival training show throughout the book for all the main characters. The story is set in a USA which has rapidly gone down the tubes into anarchy due to a series of natural distasters some of which are centered around Military Bases. In this chaos, the main character sets out to find his brother who was in the Army. The story scenes are well thought out including the action. The main bad guy develops well into the story but he is rotten to the core. Ricky also uses him in a surprise ending so expect to see him in future stories. The ending itself is full of action after the main character's little brother shows up. If you would like to learn some common sense survival techniques along with a good action/adveture read, this is a good place to start.",1
it showed what love should be. time and distance should not erase love. i loved the hero and he really loved the heroine. he showed that man can love only one woman. no amount of time or distance can change feelings.,1
"I found this an enjoyable read, albeit the typical epic fantacy.  Leads you to invest in more than just the main character.  Look forward to book two.",1
I ENJOYED THIS STORY A GREAT DEAL.  IT WAS WELL WRITTEN.  THE CHARACTERS ARE REAL. I would recommend this book.,1
"This was a wonderful, ""page"" turning ebook. I started reading it at 11pm last night. Bad mistake. I didn't get to sleep until 2am! I had to finish the book. ""Hallowed"" is along the same lines as ""Jekyll and Hyde"" as well as James Byron Huggins' ""Cain."" Pretty good story. A little unbelievable and over the top at parts, but it IS science fiction.",1
"I enjoyed this story by Kallysten (as I have all that I've read by her).  Brett is human and the owner of On The Edge, a club that caters to both vampires and humans.  Lisa is his vampire lover and silent partner.  They have a good relationship, one that isn't the usual vampire-human one in that Lisa hasn't bitten Brett (she doesn't want to see him as food).  She is on the hunt one evening in the club and is surprised to see Leo, her old lover and fellow vampire.  She couldn't remember why they had parted 15 years ago but found it wonderful to be in Leo's arms again.  From this point on, (no I'm not going to spoil it for you), you read about how Lisa, Brett and Leo develop a relationship between themselves.  It is a hot and spicy read and I am looking forward to reading the next story, Over The Edge, that continues Brett, Lisa and Leo's story.I received an ebook from the author for the purpose of an honest review. All comments are my own and I was not compensated for this review.",1
"I dunno - I really didn't like the whole kidnapping aspect of the story.  I think if that part had been different, I maybe would have liked the story a lot better.",0
"I'll be honest..this isn't a 5 star book.  But it didn't deserve all the one star ratings out there and it doesn't deserve the average three star rating it has as of this posting.  I gave it a 5 to help even out the score.  There are some awful 1-3 star kindle books out there, and this just isn't one of them.  The book is kind of silly and FULL of ranchy sexy goodness.  The characters aren't annoying and the book is written well (not by a dyslexic monkey who may or may not be a fan-fic tween - like some books).Give it a shot.  I liked it enough to look up the other books in the series.  Maybe you will like it too.",1
"Good horror stories are hard to write.  They come in many shapes and forms.  They may not be what you might expect.  When it comes to Spinetinglers, we are talking excellent.  Enjoy the stories in this volume.  They are that good.  As a writer I am very impressed.Demon's Daughter: The Full Circle of Trouble",1
"I've been trying a few of the Kindle newspapers and this was one of the first I grabbed as I am more interested in State politics and the Texas Longhorns. I found this to be a decent read knowing up front from all the reviews that none of the Kindle newspapers seem to be just like getting the actual paper in print. I guess with that in mind I was pleasantly surprised with what I got. I do get what I am looking for. There seems to be a decent amount of State politics and usually some articles on the Longhorns. I've got a couple more Texas newspapers to review yet but unless I get an unexpected surprise, this will be the one I end up subscribing to. If you are a Longhorn nut like myself, I'd like to suggest the ""Burnt Orange Nation"" blog for your Kindle. It has numerous daily blogs which many are lengthy - sent daily (sometimes several times a day) to your Kindle and keeps you right on top of the Longhorn happenings.",1
"Sheridan ""Sheri"" Montgomery is a puma who also has albinoism (her definition - not an albino), she is also a victim of abuse by her boyfriend a wolf shifter who attacked her. She was injured so severely that Max Cannon, a friend turned her into a puma to help her recover from her injuries. Along with her albinoism, she is legally blind. After being found whenever she moved she finally contacts Max to ask for help from him and his pride of pumas.Sheri has just moved to Halle and is working part time for the mates of the Alpha and Beta, but she needs to be introduced to the pride and approved as a pride member. Adam Giordano the pride Marshall is delegated to give her a ride to the pride meeting, as soon as he sees and scents her he realizes that she is his mate, Sheri realizes the same thing but both of them deny their feelings - of course that doesn't last for long.Sheri's attacker has followed her to Halle, Max the puma leader contacts the Alpha wolf from the Poconos pack for help against the rogue wolf and his small pack, Sheri is guarded and Adrain steps up to make sure she is protected by him - her mate. Sheri knows that Adrian will be attacked when the crazy wolf realizes they are together.The plotline for this was tight and very well conceived, the action is still limited by the length of the book but I liked this story very much. Especially the viewpoint from Sheri as an albino.Again a great series -not dark and brooding.",1
"I downloaded this for free on July 4th and honestly; I could not finish it. I read three chapters and I was done with it. I like erotic but I love werewolves more, and I didn't feel the connection of werewolves whatsoever. The cover picture would have been better if it actually depicted what was in the book, and leave out the wolf.  Disappointed? Yes.",0
I enjoyed it. I love light reads and love stories and a little added adventure made it fun. Nice writing style.,1
"I read about 25% now, and there's still no hint of any romantic interest from any main character. Other than that major disappointment, it's too mundane and slow most of the time, with too much redundancies and things that go without saying, as if written for slow-wits.",0
"This is a very emotional addition to Zsadist and Bella's story.  I couldn't put it down until the end.  If like me, Z's story was your favorite out of all the BDB novels, this is a MUST READ.  I was putting off reading it because I knew it was a novella and I always want more to those stories, but this was soooo worth it.  I'll say it again...I want a Zsadist!!",1
This book reminds me a lot of Skin Deep; both are enjoyable and different enough that you won't be disappointed. I liked Lila and the decisions she chose to make for herself. I didn't find anything wrong with the arrangement and enjoyed how the story ended.,1
"After reading the entire Star Wars:Legacy of the Force series I decided that I would commit to the next one, the Fate of the Jedi.  In the second book in the series (Omen)we are introduced to a new Sith culture, one that has been accidentally seperated from the rest of the galaxy for the last 5000 years.  This is very different from the ""There can only be Two"" Sith culture, which makes sense since they missed the whole rise of Darth Bane, the Sith Lord that founded the rule of two.This short story, The Lost Tribe of the Sith: Precipice, is the back story on how the Sith ended up on the planet Kesh.  Set 5000 years before time of The Fate of the Jedi we are introduced to a galaxy full of Sith.  If you plan of reading TFOTJ: Omen, this will give you insight into some of the most interesting and complex villians to inhabit the Star Wars expanded universe in some time.  I am guessing there will be several short books in this series, each timed to gather interest in the Fate of the Jedi stories.  Far from being just a publicity vehicle I found the story intriging and engaging.  It adds to the legend of some of the baddest guys in the galaxy, the Sith.  I look forward to the next stories in this clever series.Omen (Star Wars: Fate of the Jedi, Book 2)",1
"I downloaded this book free so the only thing that I really wasted was my time.  Based on the positive reviews I figured that it would be a nice diversion on a long commute home from work. However I spent my time slightly annoyed and perplexed to the point where I skimmed the book rather than read it fully.  I found the main character very... childish and silly... not to mention the many annoying times she said ""Isn't it Romantic"" when there was (***SPOILER***) NOTHING romantic about convincing a guy to pose as a fake husband then bulling the man into doing everything that she asked- even though he was doing her the favor. She was unsympathetic to his ""allergy"" to dogs and within one day already tried to change him into her picturesque dream guy. I found it to be a complete mystery that he would fall in love with her so quickly and that, with such an overbearing father, she would even bother pretending to have a husband just to make him happy.  What was supposed to be zany and humorous was silly and sophomoric. I am sorry that I did not listen to the negative review. So...was it awful? No. But I will not be reading another Ellen Fisher book.",0
