text,label
You can't go wrong with Bicycle playing cards. I owned these cards previously and finally had to throw them out after nearly 10 nears of moderate use. I've used these once so far and I can already tell they are the same high quality and I expect them to last for years!,1
"Old school coffee pot that fast and keeps coffee hot as long as you want. Bought this for my wife you she loves it. Well made and works perfectly. If you want to make great coffee that old school way, this is your pot!",1
"I'm dissapointed in the watch mostly because I find it difficlut to read it. There isn't enough contrast between the hands and the face of the watch. The digital readout is all but useless as you have to use the back light in order to read it. I also find the profile a little too high (i.e., it's too thick) for my taste.",0
"You just have to try it to believe it. I used it on my stainless steel built-in refrigerator, micrwave, oven and dishwasher. They all look new now and the good thing they stay stainless for a while. Make sure you shake it before you apply it. I used a cloth instead of paper towel. I would recommend it. Give it a try.",1
"I loved this book! Even though I cried through much of it, it served a useful purpose. After never wanting to have children, I had a revelation that I needed to experience the joys of motherhood. I recently had a miscarriage with my first and much wanted pregnancy. I was a mess. This book helped me get over some of the loss I felt. I still feel sad often but realize that I'm not supposed to ""Just get over it, already!"" The book was honest, sad, hopeful, real, and made me totally feel like I was not alone in my grief. I am hopeful and anxious to finish this book by reading the chapters about trying again, coping with a subsequent pregnancy and birth, and the other chapters I know one day I will read when I feel ready to embark on the scary but exciting journey of pregnancy. I also feel compelled to share this with anyone who has gone through the death of a child. Thank you Deborah Davis, Ph.D. for the gift of this book!",1
I bought these as a gift for my wife on Valentine's day. We don't usually exchange gifts for V-day but I thought I would give her a nice token gift. The quality seems better than the price paid. They are a little smaller than I thought but once she put them on they looked fine. You usually get what you pay for but I think the quality of the earings are worth more than what Amazon is asking for. I would recomend as a token type gift but don't give them for a birthday or Anniversary guys.,1
"This product works well to keep your delicate skin around the eyes somewhat hydrated. Did nothing for any wrinkles. I would not pay full price for this product, but if you can find it on sale, its worth it.",1
We had one of these - the interior is lined with some fabric which collects dust and bugs. When I bought another Patio Caddie I opted to also get The Char-Broil 4714 Heavy Duty Water Smoker Cover which fits The Caddie just fine and is only $10. It has an elastic band which you may or may not like - I snipped mine and it now falls easily with no annoying fabric lining to boot!,0
"If you're looking for inexpensive binoculars, don't complain when they don't work like a $300 pair of binoculars. I got these for the sole purpose of my kids having some to play with when we go camping. For the price, they're GREAT!!! They actually see very well. Even my husband and I use them. I would strongly recommend these to anyone looking for some cheap binoculars.",1
"If you insist on reading this garbage, do as I did and borrow it from the library - that way, you won't feel guilty about wasting your money after quitting halfway through!",0
"Mary Higgins Clark's latest mystery/thriller ""Before I Say Goodbye"" is another exciting and suspenseful book that kept me wondering until the very end.Nell McDermott is a lonely young woman with a difficult past. Her husband is mysteriously killed accidentally in a boating explosion right after they had a big fight concerning Nell running for a congressional office once held by her Grandfather. Consumed with guilt and regret, Nell taps in to psychic powers and strength she didn't know she had and contacts friends who seem to be trying to help her. She realizes there it may not have been an accident but a murder. But who is the murderer and who was the targeted victim? The characters are well written and believable.",1
"In this gentle book of easy wisdom, Dr. Bernard Guther opens the reader's view on life and joyfully moves from contempation to the happiness of the movement in the blink of a cat's eye. Gift it to every one.",1
Will update my review when the subscription begins. Until then....I wait. and wait and wait and wait and wait and.....,0
"I am not good in history or geography. When I read THE AMERICAN PROPHECIES I began to understand how our wastefulness in the US has and will continue to fund the terrorists who attack our homeland and kill our troops. We need to turn to the only one that matters, God, and to live according to his rules to try and save our nation.",1
i just got back from seeing them and i bought the cd at the show(which i never do!)so great! so perfectly rocking!boston rock rules!,1
"I ordered this set expecting a mild soap that could be used on face and body. I wasn't expecting the very strongly scented soap, akin to Irish Spring or other bar soaps. I certainly wasn't going to use this on my face. So I put the bottles in the shower. My husband seems to like it, and the soap does seem to have a smooth texture and lathers nicely. But the bathroom smells of this for a long time afterwards. It's a clean smell, I suppose, but very strong.",0
I had seen this movie several times on the sci-fi channel at home. I always enjoyed watching it and found the characters so interesting and so alive. I wanted to own it and I actually had a hard time finding it out in the real world. Amazon seems to be about the only place that has it. Matter of fact some store employees would look at me weird and have no idea what I was talking about. It will be a classic one day!,1
"Just want to add this to the review posted by ""a music fan"", who is asking who the sax player was on these classic US Bonds tracks. The sax player was Gene Barge, a/k/a ""Daddy G"". That's why Bonds shouts ""Blow Daddy!"" on so many of these recordings, and why the lyrics to ""Quarter to Three"" include the line ""dance with Daddy G"". Daddy G was the leader of the Chuch Street Five, the house band for Legrand Records, who backed up US Bonds, as well as Jimmy Soul (eg, ""If You Wanna Be Happy""). They also recorded many hot instrumentals on their own, which bascially sound like US Bonds records with the vocals removed. Gene Barge went on to work for Chess Records in Chicago, and can be heard on many recordings, such as ""Rescue Me"" by Fontella Bass. There...now you know!",1
"I listened to Modest Mouse when ""Building something out of nothing"" came out. that was a pretty good album. some nice tracks. I then moved to ""This is a long drive..."" not but a few weeks later, and this was even better. I loved them. The last Cd of theirs i got was Moon and Antartica. Let me say, this is my favorite album ever. Moon and antartica is better than pink floyd, radiohead, anything else. it was a masterpiece. I heard theyd had a new album coming out, so i looed into it. I was taken aback when hearing them on the radio. Not too much later, i was soon feeling weary. Modest Mouse made its way to TRL. not only did their new cd suck, but their single they promoted sucked too. Please, anyone from thirteen year old girls, to 90 year old men, buy mon and antartica or this is a long drive! This cd was mch too mainstream. to me, modest mouse had meant inie rock at itsbest. you guys dissapoint me. these tracks are catchy and crap. Moon and antartica! ok, thank you all.",0
Great delivery service and terrific price! This arrived right before Christmas as gift for my husband. We both are enjoying the coffee maker. We can pick our own coffee choices. It works great. We both love it!!!,1
"This book is unbelivable. Lizzy and Darcy's oldest son is like another Wickam. Which would never happen if Jane A had written the book .This is the second book of Emma Tennant's that I have read the first being Pemberly, and I am not impressed in the least. She is a disgrace to the proffesion of being a author. She should be publically disgraced.",0
"The author includes a wide variety of jewelry making techniques primarily dealing with metalsmithing. Full color pictures wonderfully illustrate each section. Simple wire projects, such as making jump rings to more advanced techniques such as inlaying are shown and described with enough detail to understand, but not overwhelm the reader. I'd recommend this book for the beginner who wants to learn about jewelry making, or for those who just want to learn more about jewelry making. Also included is a Themes section of artistic jewelry that will inspire you.",1
"The iPod Classic 80Gb is probably the best product regarding MP3 players Apple currently has. It is stable and it has proved to be a good device. Although iTunes is not good enought (slow, heavy and buggy) the device itself is pretty good. Just remember...DON'T DROP IT !!!!",1
"Big fan of Jack Higgins, was pleased to add this book to my collection. Arrived within the given time and was packaged well. Pricing was very fair. Good buy.",1
"I discovered this jewel on AMAZON.COM when they flashed it up via database association when I was researching espresso makers. [thanks Ma Amazon, I just LOVE the fact that you are always reading my mind ;^]Anyway, we have started using the 6 cup Bialetti Moka Express [Italian cups that is, which is a 1 cup American, ha-ha!] with the wonderful Lavazza Espresso grind coffee, [yes Virginia, Amazon has it] and what a wonderful thing that combo is. [But seriously now, the ""yield"", using an espresso grind, is about 8-9 oz.]Can't say whether the knockoffs work as well as the original; as for myself I have always had a policy of rewarding excellence in my purchases so paying the little premium for the real thing, by the people who originated it, is a no-brainer.BTW, we bought a friend the combo pak with the Bialetti milk frother and she says that the frother is just as exemplary as the coffeepot! Amazon has the combo.",1
Very good and action packed. Solomon kicks butt. Worth every penny on the still in theaters rental. Go watch it now!,1
"This dress is truly beautiful and the material is definitely of high quality...but the measurements suck. It was awkwardly long, going almost to my ankles when it's supposed to be around my knees....I'm an average 5'5"" so that seemed unusual. The hips were made big while the waist was tiny. The boobs were also quite large. I commend the women that are this shape, but it's not me! Buying this dress really put me in a bind since I had to return it. Beware of the measurments!!",0
"Consider my rating 3 1/2 stars.Maybe they got a little to latched onto this style. This is often a problem with bands whose style is very unique. While the first disc pops with originality, the inability to really push beyond that style in subsequent releases will cause many fans to move on and be happy with the first release. Often the only way for bands with such a unique style, like Portishead, to have long term success is to have long periods between releases so that a new generation discovers their sound and sounds fresh to old fans. If you have the first Portishead you can probably skip this one or download a few of your favorites.",1
"""A Hard Chance"" was a great read. It put me there, aboard the boats that took a terrific pounding in Bass Strait during the Sydney to Hobart ocean race. If you enjoyed Sebasatian Junger's ""The Perfect Storm,"" you'll love Kim Leighton's ""A Hard Chance.""",1
At first I did not believe this movie was funny till I started (Laughing) reading the reviews (Laughing) I wish I had a dollar for every time some one said this is not a anti-Christian movie (laughing) I would be the richest man in the world (still Laughing),0
"For a quick record of your activities, weight, moods, morning HR......etc this is the shiznit. I have had em all and this is the one I keep filling out. The training information at the front of the book is very helpful too. The spiral binding allows me to keep the book on my desk and open to my training week.....staring me in the face, reminding me to train and fill the little pages out. I like it.",1
Out of the box. No damage. No missing components.Setup was eazy.Strightened up the tip on a few screw drivers.Verible speed is a nice option.So far very please.,1
"I really should have read more reviews before buying this, just like a lot of other people have said the left channel slowly went bad, didn't really notice it on older records but on ones where it certain sounds are separated between the left and right channels it became very obvious. After that it just slowly started to die altogether, trust me spend the extra cash and get something nicer it will be worth it in the end.Also don't come with a place for the ground wire, ended up having to connect it to one of the main screws.",0
"A book of rejection letters seems like a novel idea, until you realize that it seems like you've read it before, and it was funnier the first time. ""Dear Earnest and Julio"" is certainly well meaning enough, but it fails to establish as eccentric of a main chacater as comedian Don Novello did in his classic books with a similar take on corporate America : ""The Lazlo Letters : The Amazing, Real-Life, Actual Correspondence of Lazlo Toth, American"" AND ""Citizen Lazlo! : The Continuing, Unrelenting Correspondence of Lazlo Toth, American! Vol 2."" Novello got there first, and in no knock against Fred Grimes and David Freed, did it better the first time",0
"This is a classic 80's horror soundtrack, which utilizes the Roland Juno/Jupiter 6 to great extent. Some of the tracks were also used in the 80's horror film ""Monster Dog.""",1
"I think this story itself had a lot of potential. Michael Biehn played an exellent role in becoming a pschotic killer hunting after his obsession. Alexandra Vandernoot filled the role completely as the lovely,courageous woman living in the wilderness in the unknown territories of reservation land...Iowaka however played a good supporting role, what happened to her real voice? The screen setting was excellent and literally brought you back to the wooded days when travelling was done by dog-sled & snow shoes...those were the days!",1
This book is the first I have ever seen of hers. And I found it to be as I like to call it a grabber. I most liked the twist with the Step mother. I think this is open for another book. Can't wait to see what she puts out next. Hope its just as good or even better.,1
"Ezzo appears to have climbed into the mind of God, and now pretends to speak for him. ""...God's divine intention for parents to use physical pain to correct a child's rebellious activities."" God's son would be the first to object, as even a cursory reading of the New Testament would tell us. Ezzo tells us to hit the child ""to free him of his guilt of sin"". Those who completed Psych 101 recognize this as projection. Ezzo is a man in deep psychiatric trouble, and before he does more harm to children ought to be taken into custody for psychiatric counseling.- Norm Lee, author of Parenting Without Punishing",0
"Masterful songs flow throughout this beautiful, emotional(but-don't-call-it-emo!)disc, scaling the heights of Kinsella and co's excellent, under-rated and influential discography at the crossroads between his hypnotic and mathematical best. There are moments when the compelling structures falter a bit under their ambitions, but by far, to me, it is the wonderful synthesis of everything his earlier bands did in the way of tight percussion and everything his later work did for melodic depth in repetition in one very heartfelt and convincing package, from one musical loving band to one musical loving ear- not to be missed for fans of the emotionally intricate.",1
I really like Shannon Tweed. I think she's beautiful. You can see her working out in a very sexy outfit. If you like Shannon Tweed you would like to see it. The plot of the movie is entertaining but the end of the movie *****.,0
"I purchased these after trying on my son's speedo flip-flops. His were incredibly comfortable but, unfortunately, didn't come in my size. These are ALMOST as comfortable. Great to wear to the beach or to work in the yard.",1
"It always seemed to me that the task of novel writing included a cohesive development of a long story. However, in this particular case, a very talented and intelligent author delivered a pastiche of fragments of varied length and often rather questionable quality. I found the reading process extremely exhausting. If you are looking for a well-paced and intelligently written narrative don't read this book. It gets a little better around page 140 when you are just about ready to give up. However, it doesn't lead anywhere. I am a very tolerant reader (some fragments of the books are actually even interesting and the writing itself actually consistently intelligent, alhtough often too dense) but as a novel this book is a complete disaster. It should be called ""G. An Awkwardly Disjointed Pastiche About a Sex Addict and Politics"". Not a novel.",0
"My husband and I didn't like this very much. I had seen it years and years ago and remembered it as being funny. It wasn't really, it's too outdated.",0
"I purchased this watch for my son for Christmas. The wrist band was too large, and unlike his prior Fossil watch, very difficult to adjust. He ended up having to pay $15 to a jeweler to adjust it. Shortly afterwards one of the hour or minute markers fell off.",0
"I happened on Everett Greene via the Marvin Chandler/Jack Gilfoy Christmas album called ""When a Child Is Born,"" which gets my vote for one of THE great Chrstmas albums: soul, jazz, and a true devotionality. These guys (Chandler is the pianist on the ""Iv'e Got Love"" album too) are completely for real--the best in jazz, nothing gimicky or overplayed, just right there in the center of the heart and soul. These are the real musicians that seem to be there in plenty around the world yet rarely get the praise they deserve in our hyped-up system of recognition. I'm so glad an album like this got recorded. On this album ""A Nightingale Sang in Berkeley Square"" will send chills down your spine, and that's not the only one either, but when I sampled that online I knew I had to download this album!",1
This is one of the best photo books I have seen. It also has nice writing that emphasizes the various styles of Carson. It was also nice to spot some of the images used on The Fragile within.,1
This is one epic book like other novels Danielle Steel has penned yet another masterpiece. The trials and tribulations Zoya has to go through is truly awe inspiring. From the russian revolution through the depression and world wars 1 & 2. Danielle Steel has woven facts of history through another tale of fiction.This is yet another masterpiece.,1
"I regret purchasing this album, because the music's pace is far too fast to be enjoyable. Satie is meant to be enjoyed in the background and at a leisurely pace. Listening to the Gymnopedies and Gnossiennes being sped up the way are is a travesty, it puts too much focus on PAYING ATTENTION to the music, instead of having it create an ambience as such music is intended to. Maybe she should have paid attention to the orchestrations of the Gymnopedies at the end and focused on that tempo.",0
"For mainly touring London and a few other cities nearby, this is a great resource to have! I was most impressed with the commentary on the British Museum as it gave more insight than some of the placards. Most locations have hours and days that are closed, but the House of Parliment did not and it was closed for Easter Holiday (during the week preceeding Easter) which would have been nice to know ahead of time. Since Rick changes this every year, it would also be nice to know the prices for certain bus tickets and such.I still believe this was the best tour guide I could have used, even with room for improvement :-)",1
"This book exposes a lifestyle of greed, fraud, deceit, and sexual perversion in Greenwich, Connecticut, a refined town where you don't expect such unspeakable things to happen. The author takes you through a bizzarre sequence of events from Frankel's hometown in Toledo all the way to the Vatican! This book uncovers it all -- embezzlement, betrayal, adultery, suicide, sadomasochistic sex, corruption, and a climactic FBI international chase in the pursuit of the most wanted white collar criminal in the country.",1
"This is one of the first Thai cookbooks I purchased. Since then I have purchased several others, but I keep coming back to this one as my starting point for creating an Asian menu. As most other reviewers have stated, the directions are clear and the ingredient list is manageable. Young offers some helpful tips along the way to make it easier.Some of the humor sprinkled throughout the book is an unexpected surprise. I love the spicy chili sauce recipe where the last step is ""call the fire department"".If I had one quibble with this book, it would be that more photographs of the completed recipes would be helpful. Even so it is not a major issue.All in all a good investment if you want to learn how to cook Thai food. And if you are like me, living in an area that is devoid of neighborhood Thai restaurants, it is a necessity for those of us who need our Thai ""fix"" on a regular basis.",1
I saw this movie on Netflix and really liked it .Unfortunately it could not be purchased at Netflix or iTunes.Amazingly amazon had this dvd at a good price and it was packaged with extra scenes and printed material and a case.,1
Delivery was on time and the product was easy to use on my dash board of my car. I'm in real estate and this is quite helpful. When you are done with it don't leave it in the car for everyone to see take it with you when you are done.,1
"they come in a pack of 5 but only 2 of the 5 eject from my 9mm the other 3 jam up and do not eject, I will not buy from this company again. P.S. this is the first time I have rated on Amazon I do not put down products unless they do not work.",0
Shiloh Walker has become one of my favorite writers. All she writes are non stop great action. Paranormal has met its match...,1
"No instruction are given for the declination adjustment. I expected that loosening the small screw would let me turn the dial and set the declination. Instead, turning the screw rotates the dial directly and thus sets the declination. Otherwise, this is a standard liquid-filled compass.",1
To hear a great voice (I try to avoid the superlative)in a wonderful setting look no further : this is IT! I think this is the best compilation of Maybelle(or any other singer in the R&B/jazz/Blues field) EVER!,1
"For the Love of Children, is filled with wonderful stories and quotes that will let any parent at any phase of parenting know that they are not alone.It is delightful to hear other people give voice to my parenting challenges, such as Robert Frost's statement about a father and mother toward son and daughter. One of the best quotes, ""If you don't want your children to hear what you're saying, . . . . pg 27",1
sean connery is the tru james bond.& brecking up the bond set suck's.because I want to buy on her majesty's secret service but I want sean connery.,0
"I could bake every day for a year and not have tried all the recipes in this book! Includes basics like blueberry muffins, and some more unusual options like Cinnamon Honey Waffles. Helpful diagrams clarify some of the potentially confusing directions. I recommend this to anyone who's tried all the commonly available bread recipes and is looking to branch out.",1
"Ordered this item in November for a christmas gift. The camera works great, but this cover is falling apart. The sewing is pulling away from the neoprene.",0
I wasted big money on this book. The author doesn't bother to explain (in simple terms) ANYTHING!!I can't add to the other 0ne-star reviews here....both of them nailed it on the head.If you are new to cards and want to learn....get another book...browse..find anything but this.....you're just going to get confused and frustrated........,0
Your site tells me very little of this cartrige and what models it fits as far as filter replacement. Can you update your website to give me more information?,0
sticks to the floor like a fly on tape. Not the greatest leg stretcher. Could do better with the supported splits.,0
"OK. I really enjoyed the first two Odd Thomas books, but this one's just not as good. Odd leave his hometown for a Catholic retreat, and bumps his way around a snowbound weird murder mystery. There's an bony monster sprung from unconvincing quantum theory that slumps around a not too exciting plot. Odd is still a very likable hero and there's some nifty and memorable one liners. Koontz does have a nice turn of phrase here and again, but the lack of excitement in this thriller... lead to my 2 star rating.",0
Like some of the previous reviewers wrote. Half of the holes did not line up to bolt together. On top of that it was missing the second set of arms. I called and they sent it right out but just something else that didn't work right.,0
"Like another reviewer, I am disappointed that as of 2010, the wrappers no longer float up into the air when lit. In fact, I've written this review only because we had gotten some for a 60th birthday dinner party we hosted and were curious why they didn't work.The cookies themselves are light in texture, flavorful (very...H-bomb department), and crunchy. But they are so sweet your molars will explode on contact.To many people these are good things. But since I do not like extreme sweetness, I'm not one of them. Too bad, because the texture is very nice. Anyway, you folks who are averse to sugary stuff should stick to your favorite biscotti.We would serve these cookies on the side with the ""main"" dessert, exclusively on special occasions when we wanted to do the delightful little trick with the wrappers. Without that ability, we have no reason to buy the cookies.",0
The case was very poor quality with very bad printing along with the discs. Away from the poor printing and the brittle case the disk pauses and skips. Very disappointed.,0
"This was the only American Government that covered most of the subjects for the American Government CLEP test. Unlike a lot of idiot books, this one is well written and doesn't talk down to you. I highly recommend it for anyone wanting to get a better grip on what's going on in Washington, and WHY.",1
"I am by no means a professional cake decorator but with five children I have decorated many a cake. I really liked this product as it is easy to use and easy to clean etc. and I am not a fan of a pastry bag. The problem is- the button you push down on to dispense the frosting breaks! I thought it was a fluke thing, but then bought another one and the same exact thing happened! Very disappointed and I won't bother purchasing another... as I'm sure the end result would be the same. Too bad!",0
This is a cute book with some really great massage tips and ideas. It has definitely improved my technique :),1
I own a Colorado canoe. Its very comfortable but very frustrating to paddle. It doesn't track well at all. It works okay with tandem paddlers but is very difficult with a solo kayak paddle and impossible with a canoe paddle. I can turn a perfect circle but can't go straight. The boat goes 2 feet left or right for every foot forward on the opposite side of your stroke. Those were the best results I acheived. My wife and I together can go relatively straight but its still quite a chore. Perhaps a skeg will help but the boat isn't designed for a skeg (according to Sevylor's Customer Service department) so I'd look at different boats or plan to buy the trolling motor (which is side mounted),0
"I first discovered this book one summer when I was a teenager in among my mothers stash of old books upstairs. It was old and falling apart, the copyright was 1921. But I fell in love with it! It is passionate and romantic in a way books are not written anymore. This book inspired me to start writing on my own. About every year I start wanting to read it again and since is it so old and the pages no longer stick to the binding it is time for me to get a new one. This book is for everyone who loves passionate, old fashioned romances. Boy sees girl, boy kidnaps girl and forces her to be his love slave.......",1
"I am not going to waste much time on this.Terrible, Terrible, terrible! You can't be serious.Not a good movie, not a time waster, not rentable, and of course do not buy this. Flush your money elsewhere.",0
"It's hard to tell from the white on white picture here, but the bottom flap snaps in a weird way-- the snaps are very high up. They also seem to run very small (or they shrink in the wash). My baby is 3 months old and at his most recent check-up was only in the 25th percentile for height; I bought the 9-month size thinking I would get a few larger items to be prepared ahead of time and they are too short! He is chubby (about 14 pounds) and generally wear 3-6 month items, but this is a little ridiculous.",0
"Christmas time and the music is to be a time of happiness, comfort and joy. The music in this CD did not bring about any of these feelings. I found the Jazz numbers to far Left or Right of the main music theme, boring and non-uplifting. A disappointment.",0
"We purchased this for our son for Christmas. It worked until we put music on it, then the screen died. We are now in the process of getting it exchanged, but through Sandisk.I will never buy another electronic item from Amazon again. All of the electronic items we have purchased have been bad.",0
"I got this toy when my daughter was 6 months and since then she couldn't be less interested, she is currently 11 months and hasn't played with it once, i wish I wouldn't have wasted my money1. It's too heavy to pic up2. It's spontanious, it moves around and will hit the baby, which scares her3. How is a 6 month old supposed to find the letter/number/ animal in time, it only gives you 30seconds maybeIt's just not what I expected",0
"I have read and enjoyed several of the Black Lace books but I must admit that this one is my favorite. It was refreshing to read an erotica story that actually had well developed characters, believable dialogue, witty humour and, very course, great sex. Lots of fun!!!",1
"The chips are sturdy (though not really what I expected) and the case is durable and solid, but the second pack of cards in the description was not included at all. There was just an empty space where it was supposed to be. Everything was sealed though, so I feel like the product was mislabeled in the factor.",1
"There's nothing new or powerful about this turd. This album is generic nu-metal crap. Dime-a-dozen vocals, recycled guitar riffs...you get the point. Good musicians, but it just doesn't sound inspired.It's about as heavy as Disturbed, so if that's your kind of metal, then enjoy. Boring!",0
"I purchased this CD to replace an identical one which I literally wore out, so obviously I'm satisfied with the quality of the performance and the selections included. However, the jewel box arrived in a state of total ruin - it was in pieces - no possible way to use it. I presume that the sender checked the condition of the jewel box before mailing it, but somehow it was damaged in transit (?).",0
"I've had many of this type headphone over the years. This model is very difficult to wear, comes apart, tough to get on my ears. The sound quality is just OK.",0
This Buttoneer is not as versital as the improved model I bought 30 years ago which had several lengths and types of fasteners. That Butoneer allowed me to replace buttons on pants and coats also. I wear T shirts so this buttoneer isn't much use to me.,0
"i'm sorry, but i couldn't even finish this book. i bought it used only because i thought oh, virginia is so famous! she must be wonderful! but was astonished at the lack of human thought that showed up, the lack of sense. i really had no idea of what was happening, even though i made it to pg. 100. jacob just runs on and on about sophocles, about greek philosophy--oh he's so deep. deep enough to make you regret getting this book.",0
"Mike & Peter summed it up excellently. This DVD is a pure treat, recommend it very highly.",1
"I have a Bichon Frise that has been having problems with fleas for a some weeks. We have tried the flea shampoos, the collar, practically everything. I saw online that FRONTLINE was the best product to kill fleas so I decided to buy it, even though it is extremely expensive for the small bottles it has. I put it on my dog, and after 3 days the fleas were back. This product is not worth it at all, it is a waste of money!",0
"Being a fan of Diane Lane, usually I watch her films. This one promised to be a generallly entertaining thriller, the more so if you add the presence of ((each day uglier) Mickey Rourke and Thomas Jane, an actor I think deserved better fortunes (by that I mean better roles) in the movie business.But guess what? I was wrong. This is not a good movie. It's technically efficient, I guess. But it's so full of plot holes, lack of interesting characters, lazy acting... well, the list goes on and on. The actor who plays Rourke's side kick gives such an over the top performance that seldom I've seen such annoying performance.Anyway, since the movie is relatively short (95 minutes), you probably have a chance of not getting too mad after watching it...",0
"This is as close to the truth in children's form you will ever find. It is not washed down and kids proofed, it is real and by the bible to the exact.",1
"It is not bad if you just need a steamer for your dresses, and it's perfect for temporary use like me. But if you want to keep a long lasting one at home, you'd better spend more money and choose a better one~ this is not that good when using, but I should say, what do you expect from a $25 steamer?~ it's farely good, especially for the price.",1
